player,value,nationality,age,height,league,champions_league,team,position_type,position,foot,games,games_starts,minutes,game_win,game_lose,game_clean_sheets,goals_team,assits_team,goals,assists,shots_total,shots_on_target,goal_created,dribbles,dribbles_completed_pct,aerials_won,aerials_won_pct,passes,passes_pct,passes_received,passes_received_pct,touches,carry_distance,carry_progressive_distance,blocks,blocked_passes,blocked_shots,clearances,tackles,tackles_won,ball_recoveries,saves,save_pct,pens_saved,cards_yellow,cards_red,dispossessed,errors
GaĂ«tan Laborde,8000000,fr FRA,25,181,Ligue 1,0,Montpellier,Forward,Centre-Forward,left,28,27,2237,11,10,0,8.1,2.5,6,5,63,21,9,73,37.0,92,48.9,657,66.4,751,59.7,1003,4477,2889,26,24,2,26,23,18,137,0,0.0,0,1,0,44,1
Damien Le Tallec,3000000,fr FRA,29,187,Ligue 1,0,Montpellier,Midfielder,Defensive Midfield,right,28,28,2458,11,10,0,0.9,0.7,2,0,16,7,3,7,57.1,62,51.2,989,80.6,724,88.2,1260,3447,1696,51,34,17,87,51,35,256,0,0.0,0,3,0,8,0
Pedro Mendes,4000000,pt POR,28,186,Ligue 1,0,Montpellier,Defender,Centre-Back,right,16,16,1376,11,10,0,1.0,0.1,1,0,9,3,0,7,85.7,18,45.0,713,82.3,551,96.8,867,3351,1907,24,12,12,57,38,29,142,0,0.0,0,10,1,7,0
Florent Mollet,7000000,fr FRA,27,175,Ligue 1,0,Montpellier,Midfielder,Attacking Midfield,right,25,19,1684,11,10,0,2.7,4.0,6,3,47,22,9,33,45.5,14,38.9,893,77.8,770,75.3,1068,4201,1791,19,18,1,4,10,5,123,0,0.0,0,5,0,22,0
Ambroise Oyongo,2000000,cm CMR,28,176,Ligue 1,0,Montpellier,Defender,Left-Back,left,21,21,1821,11,10,0,0.3,1.0,0,0,10,1,2,50,46.0,22,47.8,897,74.9,611,85.6,1095,3687,1946,38,38,0,47,20,8,164,0,0.0,0,3,0,11,0
Mihailo RistiÄ‡,2000000,rs SRB,23,180,Ligue 1,0,Montpellier,Midfielder,Left Midfield,left,18,8,811,11,10,0,0.3,0.4,0,2,8,1,2,12,50.0,12,46.2,375,74.9,286,78.4,468,1946,1079,15,12,3,13,19,8,69,0,0.0,0,1,0,13,0
GerĂłnimo Rulli,5000000,ar ARG,27,189,Ligue 1,0,Montpellier,Goalkeeper,Goalkeeper,right,25,25,2250,11,10,8,0.0,0.2,0,0,0,0,1,0,0.0,0,0.0,883,76.2,379,99.7,952,2156,1312,1,1,0,2,0,0,141,89,0.786,1,0,0,0,0
Junior Sambia,2000000,fr FRA,22,185,Ligue 1,0,Montpellier,Midfielder,Defensive Midfield,right,17,5,587,11,10,0,0.5,0.1,1,1,13,5,1,16,50.0,7,43.8,250,76.4,204,83.3,344,1461,967,8,7,1,13,14,12,50,0,0.0,0,3,1,12,0
TĂ©ji Savanier,9000000,fr FRA,27,171,Ligue 1,0,Montpellier,Midfielder,Central Midfield,right,19,18,1524,11,10,0,2.6,2.0,6,2,29,7,6,52,53.8,24,58.5,917,74.8,697,92.8,1161,4727,2493,16,16,0,23,59,37,226,0,0.0,0,5,0,23,0
Petar Skuletic,500,rs SRB,29,193,Ligue 1,0,Montpellier,Forward,Centre-Forward,left,5,1,106,11,10,0,1.0,0.1,0,0,4,1,0,1,0.0,8,50.0,26,65.4,30,50.8,46,132,62,1,1,0,1,3,0,8,0,0.0,0,0,0,3,0
Arnaud Souquet,4000000,fr FRA,27,179,Ligue 1,0,Montpellier,Defender,Right-Back,right,24,22,2016,11,10,0,0.6,1.1,2,0,15,4,2,48,47.9,27,45.0,1064,76.0,714,88.3,1335,4658,2725,43,37,6,63,57,28,191,0,0.0,0,6,0,24,0
MathĂ­as SuĂˇrez,1000000,uy URU,23,182,Ligue 1,0,Montpellier,Defender,Right-Back,right,1,1,60,11,10,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0.0,27,70.4,14,87.5,37,30,3,2,2,0,2,2,2,1,0,0.0,0,0,0,0,0
Thibaut Vargas,25000,fr FRA,19,175,Ligue 1,0,Montpellier,Midfielder,Right Midfield,both,3,2,151,11,10,0,0.0,0.1,0,0,0,0,1,4,25.0,0,0.0,65,70.8,47,85.5,88,344,172,2,0,2,3,1,0,17,0,0.0,0,0,0,3,0
ClĂ©ment Vidal,45000,fr FRA,19,181,Ligue 1,0,Montpellier,Defender,Centre-Back,right,1,1,90,11,10,0,0.0,0.0,0,0,0,0,0,0,0.0,4,80.0,45,82.2,29,100.0,54,122,53,5,4,1,5,0,0,14,0,0.0,0,1,0,0,0
Sofiane Alakouch,3000000,fr FRA,21,175,Ligue 1,0,NĂ®mes,Defender,Right-Back,right,17,17,1400,7,15,0,0.6,1.1,0,0,10,4,3,34,58.8,8,28.6,810,82.0,509,91.2,992,3248,2168,23,21,2,35,49,30,148,0,0.0,0,3,0,12,2
Sami Ben Amar,35000,ma MAR,21,185,Ligue 1,0,NĂ®mes,Forward,Centre-Forward,right,2,0,14,7,15,0,0.0,0.0,0,0,0,0,0,0,0.0,1,25.0,8,75.0,7,70.0,13,63,53,1,1,0,1,1,0,3,0,0.0,0,0,0,2,0
Yassine Benrahou,2000000,fr FRA,20,170,Ligue 1,0,NĂ®mes,Midfielder,Attacking Midfield,right,9,9,762,7,15,0,2.1,2.9,2,3,23,10,5,39,48.7,2,15.4,315,66.0,296,74.7,453,2004,1056,7,7,0,2,9,5,61,0,0.0,0,1,0,32,0
Paul Bernardoni,5000000,fr FRA,22,190,Ligue 1,0,NĂ®mes,Goalkeeper,Goalkeeper,left,25,25,2203,7,15,6,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,705,60.4,278,98.6,780,1333,799,0,0,0,1,0,0,108,69,0.667,0,0,0,0,1
Antonin Bobichon,2000000,fr FRA,23,178,Ligue 1,0,NĂ®mes,Midfielder,Central Midfield,right,2,2,180,7,15,0,0.0,0.1,0,0,20,5,1,5,40.0,1,50.0,283,78.1,81,91.0,121,564,271,17,17,0,6,11,7,16,0,0.0,0,0,0,1,0
Anthony BrianĂ§on,3500000,fr FRA,24,185,Ligue 1,0,NĂ®mes,Defender,Centre-Back,right,22,20,1737,7,15,0,1.4,0.1,1,0,17,3,0,6,83.3,31,56.4,836,84.2,589,96.6,1074,3360,1807,40,21,19,131,32,15,181,0,0.0,0,0,2,2,0
Lucas BuadĂ©s,300,fr FRA,21,181,Ligue 1,0,NĂ®mes,Midfielder,Right Midfield,right,6,1,121,7,15,0,0.0,0.0,0,0,0,0,0,3,33.3,1,50.0,18,72.2,25,53.2,41,117,44,1,1,0,1,5,2,6,0,0.0,0,0,0,1,0
Lucas Deaux,1000000,fr FRA,30,188,Ligue 1,0,NĂ®mes,Midfielder,Defensive Midfield,right,17,15,1335,7,15,0,1.3,0.8,2,1,15,5,2,20,70.0,59,65.6,688,78.3,490,89.3,876,2683,1410,25,19,6,44,55,34,216,0,0.0,0,2,0,11,0
Kevin Denkey,2500000,tg TOG,18,181,Ligue 1,0,NĂ®mes,Forward,Centre-Forward,right,17,6,603,7,15,0,1.6,0.4,3,1,20,7,3,12,66.7,12,25.5,149,68.5,164,50.6,229,710,326,6,5,1,1,11,9,31,0,0.0,0,1,0,11,0
Lucas Dias,62500,fr FRA,20,187,Ligue 1,0,NĂ®mes,Goalkeeper,Goalkeeper,right,4,3,317,7,15,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,97,52.6,27,100.0,116,140,98,0,0,0,0,0,0,16,12,0.667,0,0,0,0,0
Haris DuljeviÄ‡,800,ba BIH,25,185,Ligue 1,0,NĂ®mes,Midfielder,Left Midfield,right,14,5,520,7,15,0,0.9,1.4,0,3,14,4,6,19,63.2,3,25.0,162,70.4,161,67.6,236,1570,945,7,7,0,1,12,9,32,0,0.0,0,0,0,16,0
Zinedine Ferhat,2000000,dz ALG,26,180,Ligue 1,0,NĂ®mes,Midfielder,Right Midfield,right,26,25,2246,7,15,0,3.1,4.8,3,4,45,14,6,104,51.9,60,50.8,947,63.4,861,72.7,1264,6868,4070,24,22,2,18,27,16,179,0,0.0,0,1,0,47,0
Lamine Fomba,3000000,fr FRA,21,187,Ligue 1,0,NĂ®mes,Midfielder,Central Midfield,right,20,15,1373,7,15,0,1.2,0.4,0,0,14,3,0,32,59.4,42,47.7,428,70.3,314,77.0,638,2163,1071,37,34,3,20,54,31,165,0,0.0,0,5,0,20,0
Moussa KonĂ©,2000000,sn SEN,22,175,Ligue 1,0,NĂ®mes,Forward,Centre-Forward,right,5,1,140,7,15,0,1.2,0.1,2,0,7,3,0,2,50.0,2,15.4,22,81.8,29,43.3,43,201,124,2,1,1,0,2,2,6,0,0.0,0,0,0,0,0
LoĂŻck Landre,1000000,fr FRA,27,182,Ligue 1,0,NĂ®mes,Defender,Centre-Back,right,11,10,929,7,15,0,0.9,0.1,1,0,5,2,1,0,0.0,11,64.7,389,78.1,282,96.9,491,1859,986,19,10,9,51,17,10,94,0,0.0,0,2,0,2,0
Pablo Martinez,2000000,fr FRA,30,182,Ligue 1,0,NĂ®mes,Defender,Centre-Back,left,26,26,2339,7,15,0,0.9,0.6,2,1,1,0,3,7,85.7,62,59.6,18,77.8,737,97.4,1340,5438,3259,1,0,1,3,2,2,247,0,0.0,0,5,1,7,0
Florian Miguel,1000000,fr FRA,22,179,Ligue 1,0,NĂ®mes,Defender,Left-Back,left,24,23,2056,7,15,0,1.3,0.9,1,0,17,2,2,33,39.4,35,54.7,954,74.1,621,88.3,1239,3801,2375,32,29,3,71,53,32,159,0,0.0,0,8,1,24,0
GaĂ«tan Paquiez,80000,fr FRA,25,182,Ligue 1,0,NĂ®mes,Defender,Right-Back,left,21,17,1530,7,15,0,0.2,0.3,0,0,5,0,1,21,52.4,22,50.0,768,71.1,407,88.9,972,2139,1322,32,27,5,63,52,32,172,0,0.0,0,6,1,12,0
Romain Philippoteaux,80000,fr FRA,31,170,Ligue 1,0,NĂ®mes,Forward,Left Winger,both,27,23,1994,7,15,0,2.6,1.4,5,2,31,12,3,66,42.4,3,20.0,626,71.2,555,72.6,849,4752,3219,28,27,1,10,24,12,152,0,0.0,0,3,0,28,0
Renaud Ripart,3000000,fr FRA,26,181,Ligue 1,0,NĂ®mes,Midfielder,Right Midfield,right,24,23,2027,7,15,0,6.0,1.7,4,2,48,15,2,65,41.5,76,40.6,641,66.6,614,60.4,972,3313,1610,31,28,3,35,32,15,149,0,0.0,0,0,0,36,0
Nolan Roux,1000000,fr FRA,31,182,Ligue 1,0,NĂ®mes,Forward,Centre-Forward,right,7,7,584,7,15,0,1.5,0.6,2,0,18,8,2,11,45.5,9,24.3,137,70.8,138,53.5,212,580,282,7,7,0,6,4,1,33,0,0.0,0,0,0,9,0
ThĂ©o Sainte-Luce,30000,fr FRA,20,181,Ligue 1,0,NĂ®mes,Defender,Left-Back,left,3,0,22,7,15,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2,100.0,3,75.0,4,30,22,0,0,0,0,0,0,1,0,0.0,0,0,0,1,0
Sidy Sarr,2000000,sn SEN,23,196,Ligue 1,0,NĂ®mes,Midfielder,Defensive Midfield,left,22,12,1165,7,15,0,1.5,1.7,0,2,20,6,2,15,80.0,87,68.0,509,72.7,378,80.3,647,1703,915,19,16,3,34,39,27,154,0,0.0,0,6,0,6,0
Vlatko Stojanovski,40000,mk MKD,22,186,Ligue 1,0,NĂ®mes,Forward,Centre-Forward,right,6,1,123,7,15,0,0.5,0.1,0,0,2,2,0,2,50.0,1,20.0,28,71.4,28,45.9,40,92,17,0,0,0,1,2,2,6,0,0.0,0,0,0,2,0
Pierrick Valdivia,47500,fr FRA,31,186,Ligue 1,0,NĂ®mes,Midfielder,Central Midfield,left,2,1,68,7,15,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0.0,33,87.9,27,93.1,37,96,36,0,0,0,0,1,1,9,0,0.0,0,0,0,0,0
Antoine Valerio,200000,fr FRA,19,185,Ligue 1,0,NĂ®mes,Midfielder,Central Midfield,,5,1,87,7,15,0,0.0,0.0,0,0,0,0,0,3,100.0,1,50.0,35,71.4,23,88.5,47,203,86,1,1,0,1,2,2,14,0,0.0,0,0,0,1,0
Theo Valls,2000000,fr FRA,23,179,Ligue 1,0,NĂ®mes,Midfielder,Central Midfield,left,23,20,1632,7,15,0,1.0,1.9,1,1,25,7,1,18,72.2,18,45.0,696,77.3,522,85.3,853,3054,1557,23,23,0,21,31,19,179,0,0.0,0,1,1,17,0
Mehdi Abeid,2000000,dz ALG,26,178,Ligue 1,0,Nantes,Midfielder,Central Midfield,right,25,20,1817,11,13,0,1.6,1.4,1,2,33,7,4,22,54.5,14,42.4,957,83.7,759,88.9,1176,4298,2116,18,15,3,22,60,41,194,0,0.0,0,5,0,26,0
Dennis Appiah,1000000,fr FRA,27,179,Ligue 1,0,Nantes,Defender,Right-Back,right,19,18,1605,11,13,0,0.0,0.3,0,0,1,0,0,27,77.8,22,61.1,964,77.2,598,93.4,1158,3117,1656,20,17,3,65,63,32,190,0,0.0,0,2,0,18,0
Thomas Basila,1000000,fr FRA,20,187,Ligue 1,0,Nantes,Defender,Centre-Back,right,7,3,415,11,13,0,0.0,0.1,0,0,1,0,0,1,100.0,3,50.0,249,83.5,176,96.7,293,637,246,3,2,1,27,6,1,51,0,0.0,0,1,0,2,0
Cristian Benavente,3000000,pe PER,25,172,Ligue 1,0,Nantes,Midfielder,Attacking Midfield,left,12,4,349,11,13,0,0.3,0.6,0,1,5,3,1,10,40.0,2,12.5,156,79.5,156,69.0,207,739,361,2,2,0,1,12,8,23,0,0.0,0,0,0,8,0
Ludovic Blas,8000000,fr FRA,21,180,Ligue 1,0,Nantes,Midfielder,Attacking Midfield,left,24,22,1845,11,13,0,2.6,2.2,5,1,46,20,4,93,55.9,20,33.9,676,79.9,711,77.2,978,5570,3047,31,29,2,13,28,15,142,0,0.0,0,0,0,61,0
Marcus Coco,2000000,fr FRA,23,184,Ligue 1,0,Nantes,Forward,Right Winger,right,1,1,14,11,13,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3,100.0,1,25.0,3,11,8,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0
Kalifa Coulibaly,4000000,ml MLI,27,197,Ligue 1,0,Nantes,Forward,Centre-Forward,right,21,18,1616,11,13,0,5.1,0.9,4,0,47,19,1,39,35.9,85,49.7,336,59.2,458,53.3,597,1646,848,10,8,2,29,11,7,53,0,0.0,0,1,0,43,0
Renaud Emond,3000000,be BEL,27,186,Ligue 1,0,Nantes,Forward,Centre-Forward,right,6,3,292,11,13,0,0.9,0.0,0,0,4,1,1,4,50.0,14,41.2,78,67.9,77,59.7,113,305,165,5,4,1,5,5,4,14,0,0.0,0,1,0,2,0
FĂˇbio,2500000,br BRA,29,172,Ligue 1,0,Nantes,Defender,Right-Back,right,10,10,834,11,13,0,0.1,0.3,0,0,4,0,0,6,100.0,19,55.9,521,81.4,355,94.7,638,2025,1355,15,11,4,43,37,24,66,0,0.0,0,4,0,7,0
Andrei Girotto,4000000,br BRA,27,186,Ligue 1,0,Nantes,Defender,Centre-Back,right,25,25,2177,11,13,0,1.2,0.5,1,0,24,6,1,7,57.1,64,56.1,1179,86.9,887,97.7,1517,4231,2273,43,25,18,166,78,54,267,0,0.0,0,6,1,0,1
JosuĂ© Homawoo,15000,fr FRA,21,191,Ligue 1,0,Nantes,Defender,Centre-Back,left,1,0,45,11,13,0,0.0,0.0,0,0,0,0,0,0,0.0,1,100.0,24,70.8,12,100.0,39,71,37,4,2,2,3,6,1,7,0,0.0,0,0,0,1,0
Abdoul Kader Bamba,1000000,fr FRA,25,176,Ligue 1,0,Nantes,Forward,Right Winger,right,27,16,1468,11,13,0,1.9,4.7,1,3,19,9,6,98,56.1,8,33.3,721,79.2,704,79.8,960,5631,3615,24,22,2,5,28,17,129,0,0.0,0,5,0,40,0
Rene Krhin,1000000,si SVN,29,189,Ligue 1,0,Nantes,Midfielder,Central Midfield,right,8,4,327,11,13,0,0.0,0.0,0,0,1,0,1,0,0.0,15,83.3,156,87.8,101,93.5,195,464,135,4,4,0,22,4,3,53,0,0.0,0,0,0,1,0
Alban Lafont,11000000,fr FRA,20,196,Ligue 1,0,Nantes,Goalkeeper,Goalkeeper,right,27,27,2430,11,13,10,0.0,0.1,0,0,0,0,0,0,0.0,0,0.0,884,62.3,407,99.0,957,2004,906,0,0,0,1,0,0,149,65,0.714,2,3,0,0,0
Lucas Lima,5000000,br BRA,27,179,Ligue 1,0,Nantes,Defender,Left-Back,left,3,3,270,11,13,0,0.1,0.3,0,0,2,1,0,3,66.7,2,33.3,180,67.2,124,87.3,201,826,511,2,2,0,1,5,4,30,0,0.0,0,0,0,4,0
Anthony Limbombe,4000000,be BEL,25,177,Ligue 1,0,Nantes,Forward,Left Winger,right,4,2,151,11,13,0,0.3,0.1,1,0,2,1,0,4,25.0,0,0.0,53,67.9,54,72.0,78,490,330,3,3,0,4,2,0,8,0,0.0,0,0,0,3,0
Imran Louza,12000000,fr FRA,20,178,Ligue 1,0,Nantes,Midfielder,Central Midfield,left,24,22,2009,11,13,0,1.8,4.1,2,2,37,13,4,52,50.0,22,29.3,1157,77.9,964,80.7,1413,5264,2840,29,27,2,17,58,45,191,0,0.0,0,4,0,34,0
Wesley Moustache,15000,fr FRA,20,177,Ligue 1,0,Nantes,Defender,Left-Back,left,1,1,45,11,13,0,0.0,0.0,0,0,0,0,0,0,0.0,1,33.3,27,74.1,18,90.0,34,85,53,3,3,0,5,0,0,4,0,0.0,0,0,0,0,0
Samuel Moutoussamy,3000000,cd COD,22,176,Ligue 1,0,Nantes,Midfielder,Central Midfield,left,18,3,523,11,13,0,0.4,0.6,0,0,4,1,1,20,35.0,1,12.5,318,81.8,266,86.1,380,1575,876,9,9,0,6,6,2,52,0,0.0,0,0,0,7,0
Nicolas Pallois,2000000,fr FRA,31,189,Ligue 1,0,Nantes,Defender,Centre-Back,left,21,21,1890,11,13,0,1.2,0.1,0,0,14,3,0,18,88.9,39,55.7,1024,86.0,699,95.0,1294,4748,2778,29,14,15,138,59,25,268,0,0.0,0,10,0,10,1
Percy Prado,30000,pe PER,23,175,Ligue 1,0,Nantes,Defender,Right-Back,right,3,2,185,11,13,0,0.0,0.0,0,0,0,0,0,0,0.0,1,33.3,106,79.2,61,93.8,124,204,105,0,0,0,9,6,3,19,0,0.0,0,1,0,2,0
Valentin Rongier,16000000,fr FRA,24,172,Ligue 1,0,Nantes,Midfielder,Central Midfield,right,3,3,270,11,13,0,0.2,0.5,0,1,4,1,1,5,100.0,1,50.0,179,86.0,145,84.8,198,701,256,2,2,0,1,4,3,31,0,0.0,0,0,0,4,0
Roli Pereira de Sa,15000,fr FRA,22,177,Ligue 1,0,Nantes,Midfielder,Attacking Midfield,right,1,0,6,11,13,0,0.0,0.1,0,0,1,0,0,0,0.0,0,0.0,12,91.7,11,100.0,13,72,39,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
Moses Simon,6000000,ng NGA,24,168,Ligue 1,0,Nantes,Forward,Left Winger,right,26,25,2177,11,13,0,6.8,3.6,5,5,43,18,10,103,50.5,10,20.0,663,73.9,713,66.3,954,6566,4546,17,17,0,10,14,10,138,0,0.0,0,2,0,62,0
Abdoulaye TourĂ©,8000000,fr FRA,25,188,Ligue 1,0,Nantes,Midfielder,Defensive Midfield,right,27,24,2221,11,13,0,3.0,0.8,3,0,33,8,2,49,77.6,35,50.0,1339,84.8,1173,94.0,1624,5386,2558,39,26,13,32,36,28,268,0,0.0,0,3,0,39,0
Charles Traore,2500000,ml MLI,27,180,Ligue 1,0,Nantes,Defender,Left-Back,left,20,20,1738,11,13,0,0.1,0.2,0,1,5,1,0,24,66.7,38,55.9,1078,74.5,691,95.7,1321,3318,1968,34,31,3,94,54,29,180,0,0.0,0,3,0,5,0
Molla WaguĂ©,80000,ml MLI,28,191,Ligue 1,0,Nantes,Defender,Centre-Back,right,9,8,682,11,13,0,0.2,0.1,0,0,2,0,3,3,66.7,30,81.1,304,85.2,219,97.8,415,969,409,16,6,10,64,20,14,75,0,0.0,0,1,1,0,1
Elie Youan,725,fr FRA,20,181,Ligue 1,0,Nantes,Forward,Centre-Forward,right,5,2,163,11,13,0,0.4,0.1,0,0,3,2,0,4,0.0,7,53.8,52,76.9,58,57.4,74,377,247,2,2,0,1,1,0,7,0,0.0,0,0,0,1,0
Allan,25000000,br BRA,28,175,Serie A,0,Napoli,Midfielder,Central Midfield,right,23,16,1280,18,12,0,0.7,1.1,2,1,12,7,3,29,62.1,10,58.8,829,86.6,728,93.2,994,3842,1820,26,23,3,16,55,36,123,0,0.0,0,3,0,18,0
JosĂ© CallejĂłn,9000000,es ESP,32,178,Serie A,0,Napoli,Forward,Right Winger,right,33,25,2172,18,12,0,5.1,6.4,4,7,42,15,9,25,40.0,10,37.0,1245,79.8,1095,82.8,1429,3658,1711,30,27,3,13,16,7,142,0,0.0,0,2,0,14,1
Diego Demme,13000000,de GER,27,170,Serie A,0,Napoli,Midfielder,Defensive Midfield,right,15,10,902,18,12,0,0.3,0.4,1,0,4,1,1,4,75.0,5,35.7,782,91.4,695,96.9,850,3087,1388,8,7,1,12,21,13,85,0,0.0,0,6,0,10,0
Giovanni Di Lorenzo,16000000,it ITA,25,183,Serie A,0,Napoli,Defender,Right-Back,right,33,33,2970,18,12,0,3.1,2.8,3,3,22,6,6,41,65.9,65,55.6,2274,88.1,1842,94.7,2562,9207,5615,48,35,13,73,62,43,234,0,0.0,0,5,0,20,0
Elif Elmas,18000000,mk MKD,19,182,Serie A,0,Napoli,Midfielder,Central Midfield,right,26,12,1134,18,12,0,1.9,0.9,1,1,23,8,4,33,81.8,2,12.5,685,90.9,660,85.1,812,3876,2064,17,16,1,6,16,10,84,0,0.0,0,7,0,19,0
Faouzi Ghoulam,9000000,dz ALG,28,184,Serie A,0,Napoli,Defender,Left-Back,left,9,3,376,18,12,0,0.2,1.0,0,1,4,2,1,5,100.0,5,33.3,300,80.0,227,91.9,340,971,558,9,7,2,6,8,3,25,0,0.0,0,2,0,1,0
Elseid Hysaj,13000000,al ALB,25,182,Serie A,0,Napoli,Defender,Right-Back,right,20,17,1481,18,12,0,0.3,1.4,1,2,5,3,3,23,65.2,9,37.5,1299,84.5,1014,97.7,1425,6047,3610,32,28,4,33,22,17,159,0,0.0,0,3,0,9,0
Lorenzo Insigne,48000000,it ITA,28,163,Serie A,0,Napoli,Forward,Left Winger,right,37,34,2810,18,12,0,12.9,7.1,8,6,116,38,15,114,57.9,6,33.3,1784,81.3,1723,84.8,2181,10824,6943,28,26,2,3,31,23,209,0,0.0,0,1,0,52,1
Kalidou Koulibaly,56000000,sn SEN,28,187,Serie A,0,Napoli,Defender,Centre-Back,right,25,24,2105,18,12,0,0.9,0.5,0,0,15,4,1,18,66.7,50,64.9,1651,92.1,1362,98.3,1884,7728,4635,40,21,19,92,61,41,238,0,0.0,0,7,1,8,1
Fernando Llorente,4000000,es ESP,34,193,Serie A,0,Napoli,Forward,Centre-Forward,right,17,3,501,18,12,0,4.7,0.7,3,1,31,11,2,9,55.6,28,54.9,156,81.4,196,57.6,237,621,217,6,5,1,3,1,1,15,0,0.0,0,1,0,9,0
Stanislav Lobotka,16000000,sk SVK,24,172,Serie A,0,Napoli,Midfielder,Defensive Midfield,both,14,9,752,18,12,0,0.1,0.2,0,0,7,2,1,9,77.8,2,22.2,777,87.9,579,95.4,695,2355,1074,12,11,1,8,23,17,68,0,0.0,0,0,0,3,0
Hirving Lozano,28000000,mx MEX,24,175,Serie A,0,Napoli,Forward,Left Winger,right,26,10,1025,18,12,0,4.1,2.1,4,1,34,13,3,44,54.5,10,38.5,352,76.7,417,73.0,535,3525,2236,16,16,0,2,10,7,60,0,0.0,0,3,0,25,0
Sebastiano Luperto,4000000,it ITA,22,191,Serie A,0,Napoli,Defender,Centre-Back,left,9,5,529,18,12,0,0.0,0.0,0,0,1,0,0,0,0.0,6,35.3,381,91.1,313,98.4,427,2250,1434,10,7,3,21,12,8,51,0,0.0,0,2,0,3,0
Nikola MaksimoviÄ‡,18000000,rs SRB,27,193,Serie A,0,Napoli,Defender,Centre-Back,right,22,20,1799,18,12,0,0.7,0.7,1,1,4,1,1,9,66.7,41,66.1,1389,92.7,1151,99.0,1546,6570,3779,31,17,14,66,36,21,190,0,0.0,0,3,1,5,0
KĂ©vin Malcuit,12000000,ma MAR,28,178,Serie A,0,Napoli,Defender,Right-Back,right,4,3,256,18,12,0,0.0,0.2,0,0,2,0,0,9,66.7,3,60.0,174,81.6,123,87.9,203,709,393,8,7,1,1,8,5,22,0,0.0,0,0,0,2,0
Kostas Manolas,32000000,gr GRE,28,189,Serie A,0,Napoli,Defender,Centre-Back,right,26,25,2176,18,12,0,1.7,0.1,4,0,17,8,0,2,100.0,62,65.3,1476,92.8,1209,99.1,1677,6611,3726,34,18,16,104,34,17,230,0,0.0,0,2,0,2,3
Alex Meret,28000000,it ITA,22,190,Serie A,0,Napoli,Goalkeeper,Goalkeeper,left,22,21,1951,18,12,3,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,601,84.5,286,98.6,638,1021,438,1,1,0,1,0,0,97,46,0.632,1,0,0,0,0
Dries Mertens,20000000,be BEL,32,169,Serie A,0,Napoli,Forward,Centre-Forward,right,31,18,1689,18,12,0,5.2,6.4,9,7,75,24,14,48,54.2,3,23.1,713,75.2,679,74.5,909,3477,2064,17,14,3,3,23,20,90,0,0.0,0,5,0,13,0
Arkadiusz Milik,32000000,pl POL,25,186,Serie A,0,Napoli,Forward,Centre-Forward,left,26,19,1747,18,12,0,10.2,2.1,11,0,67,27,6,24,62.5,36,50.7,468,82.9,517,62.7,663,1762,757,13,11,2,13,16,9,59,0,0.0,0,5,0,19,0
David Ospina,2000000,co COL,30,183,Serie A,0,Napoli,Goalkeeper,Goalkeeper,right,17,17,1469,18,12,4,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,467,87.2,248,100.0,496,1108,580,0,0,0,0,0,0,64,36,0.717,0,0,0,1,1
Matteo Politano,22000000,it ITA,25,171,Serie A,0,Napoli,Forward,Right Winger,left,15,9,743,18,12,0,1.9,1.5,2,2,19,8,4,24,70.8,2,22.2,363,76.3,357,84.4,460,2899,1730,10,10,0,2,12,8,41,0,0.0,0,1,0,17,0
MĂˇrio Rui,12000000,pt POR,28,168,Serie A,0,Napoli,Defender,Left-Back,left,24,22,1966,18,12,0,1.2,3.3,0,2,32,10,4,38,68.4,16,42.1,1994,82.8,1613,96.3,2219,7439,4866,43,37,6,46,37,25,217,0,0.0,0,8,0,14,0
FabiĂˇn Ruiz PeĂ±a,50000000,es ESP,23,189,Serie A,0,Napoli,Midfielder,Central Midfield,left,33,30,2684,18,12,0,3.1,4.8,3,6,71,17,12,43,69.8,13,59.1,2354,90.0,2174,93.6,2649,10215,5697,47,43,4,22,48,33,259,0,0.0,0,2,0,34,1
Amin Younes,6000000,de GER,25,168,Serie A,0,Napoli,Forward,Left Winger,right,9,1,176,18,12,0,0.9,0.3,1,0,7,1,0,8,37.5,0,0.0,111,80.2,118,89.4,143,703,405,2,2,0,1,4,3,14,0,0.0,0,1,0,3,0
Piotr ZieliĹ„ski,32000000,pl POL,25,180,Serie A,0,Napoli,Midfielder,Central Midfield,both,37,32,2924,18,12,0,4.0,3.8,2,4,77,21,12,72,59.7,16,51.6,2015,87.2,1918,91.0,2354,11906,7073,53,48,5,23,29,17,249,0,0.0,0,4,0,44,1
Miguel AlmirĂłn,16000000,py PAR,25,174,Premier League,0,Newcastle Utd,Midfielder,Attacking Midfield,left,36,35,3021,11,16,0,6.3,1.6,4,2,55,17,2,93,49.5,9,19.6,894,76.3,894,69.8,1309,9230,5223,44,43,1,16,62,36,228,0,0.0,0,5,0,54,0
